time_s,stamp_s,risk_F,risk_A,front_distance_risk,conflict_score,high_risk_conflict,y,w,signed_w_active,delta_y_r,delta_y_w,y_risk,y_eff,y_eff_reconstructed,y_eff_reconstruction_abs_error,cmd_safe_x,cmd_safe_x_abs,cmd_safe_x_abs_pre_conflict_baseline,cmd_safe_x_abs_delta_from_pre_conflict,cmd_safe_y,cmd_safe_yaw,target_valid,depth_invalid,safety_clear,risk_source_real
0.0,1781764783.5659626,0.08820509165525436,0.0,0.08820509165525436,0.04410254582762718,0.0,0.6589962244033813,0.6006644368171692,0.20132887363433838,-0.013230763748288155,0.06039866209030151,0.6457654606550932,0.7061641216278076,0.7061641227453948,1.1175871339474952e-09,-0.19619999825954437,0.19619999825954437,0.1895500048995018,0.006649993360042572,0.7062000036239624,-0.3395000100135803,1.0,0.0,1.0,1.0
0.09708976745605469,1781764783.6630523,0.06615381687879562,0.0,0.019999895244836807,0.03307690843939781,0.0,0.659457802772522,0.6012523174285889,0.20250463485717773,-0.009923072531819344,0.06075139045715332,0.6495347302407026,0.7102860808372498,0.7102861206978559,3.986060614913356e-08,-0.19429999589920044,0.19429999589920044,0.1895500048995018,0.004749990999698639,0.7103000283241272,-0.3416000008583069,1.0,0.0,1.0,1.0
0.1962571144104004,1781764783.7622197,0.04961536079645157,0.0,0.0231794323772192,0.024807680398225784,0.0,0.6596133708953857,0.6014986634254456,0.2029973268508911,-0.007442304119467735,0.060899198055267334,0.652171066775918,0.713070273399353,0.7130702648311853,8.568167730871323e-09,-0.1915999948978424,0.1915999948978424,0.1895500048995018,0.0020499899983406067,0.713100016117096,-0.34290000796318054,1.0,0.0,1.0,1.0
0.3011801242828369,1781764783.8671427,0.13743583858013153,0.0,0.13743583858013153,0.06871791929006577,0.0,0.6590356230735779,0.600639820098877,0.2012796401977539,-0.02061537578701973,0.06038389205932617,0.6384202472865581,0.6988041400909424,0.6988041393458843,7.450581263057643e-10,-0.20419999957084656,0.20419999957084656,0.1895500048995018,0.014649994671344757,0.6988000273704529,-0.3361999988555908,1.0,0.0,1.0,1.0
0.40613269805908203,1781764783.9720953,0.10307687520980835,0.0,0.05415377393364906,0.051538437604904175,0.0,0.6596952080726624,0.601057231426239,0.20211446285247803,-0.015461531281471251,0.0606343388557434,0.6442336767911911,0.7048680186271667,0.7048680156469346,2.9802321721561498e-09,-0.1987999975681305,0.1987999975681305,0.1895500048995018,0.009249992668628693,0.7049000263214111,-0.3391999900341034,1.0,0.0,1.0,1.0
0.48894810676574707,1781764784.0549107,0.106974296271801,0.0,0.106974296271801,0.0534871481359005,0.0,0.660033643245697,0.60142582654953,0.20285165309906006,-0.016046144440770148,0.06085549592971801,0.6439874988049269,0.7048429846763611,0.704842994734645,1.005828387246055e-08,-0.19619999825954437,0.19619999825954437,0.1895500048995018,0.006649993360042572,0.704800009727478,-0.3391000032424927,1.0,0.0,1.0,1.0
0.5967795848846436,1781764784.1627421,0.11097428947687149,0.0,0.11097428947687149,0.055487144738435745,0.0,0.6609348654747009,0.6014023423194885,0.20280468463897705,-0.016646143421530722,0.06084140539169311,0.6442887220531702,0.7051301002502441,0.7051301274448634,2.7194619223180894e-08,-0.18690000474452972,0.18690000474452972,0.1895500048995018,-0.0026500001549720764,0.7050999999046326,-0.3393000066280365,1.0,0.0,1.0,1.0
0.6868395805358887,1781764784.2528021,0.08323071897029877,0.0,0.0804101973772049,0.041615359485149384,0.0,0.6609356999397278,0.6014084219932556,0.20281684398651123,-0.012484607845544815,0.06084505319595337,0.648451092094183,0.7092961668968201,0.7092961452901363,2.1606683775488023e-08,-0.1843000054359436,0.1843000054359436,0.1895500048995018,-0.005249999463558197,0.7092999815940857,-0.34119999408721924,1.0,0.0,1.0,1.0
0.7979724407196045,1781764784.363935,0.062423039227724075,0.0,0.026666568592190742,0.031211519613862038,0.0,0.6609804630279541,0.6014907360076904,0.20298147201538086,-0.00936345588415861,0.060894441604614255,0.6516170071437954,0.712511420249939,0.7125114487484097,2.84984706944158e-08,-0.17970000207424164,0.17970000207424164,0.1895500048995018,-0.009850002825260162,0.7124999761581421,-0.3427000045776367,1.0,0.0,1.0,1.0
0.885106086730957,1781764784.4510686,0.06174352765083313,0.0,0.06174352765083313,0.030871763825416565,0.0,0.660993754863739,0.6014772653579712,0.20295453071594238,-0.009261529147624969,0.06088635921478271,0.651732225716114,0.7126185894012451,0.7126185849308967,4.470348424767678e-09,-0.17960000038146973,0.17960000038146973,0.1895500048995018,-0.009950004518032074,0.7125999927520752,-0.34279999136924744,1.0,0.0,1.0,1.0
0.9981765747070312,1781764784.5641391,0.04630764573812485,0.0,0.03384614735841751,0.023153822869062424,0.0,0.6602830290794373,0.6008968949317932,0.20179378986358643,-0.006946146860718727,0.06053813695907592,0.6533368822187186,0.7138749957084656,0.7138750191777945,2.346932892471898e-08,-0.17890000343322754,0.17890000343322754,0.1895500048995018,-0.010650001466274261,0.7139000296592712,-0.3434000015258789,1.0,0.0,1.0,1.0
1.085094690322876,1781764784.6510572,0.034730732440948486,0.0,0.022564057260751724,0.017365366220474243,0.0,0.6602928042411804,0.600895345211029,0.2017906904220581,-0.005209609866142273,0.06053720712661743,0.6550831943750381,0.7156203985214233,0.7156204015016556,2.9802322831784522e-09,-0.17790000140666962,0.17790000140666962,0.1895500048995018,-0.011650003492832184,0.7156000137329102,-0.3440999984741211,1.0,0.0,1.0,1.0
1.1909236907958984,1781764784.7568862,0.07133325189352036,0.0,0.07133325189352036,0.03566662594676018,0.0,0.6607134938240051,0.6014785170555115,0.20295703411102295,-0.010699987784028054,0.06088711023330688,0.6500135060399771,0.710900604724884,0.7109006162732839,1.1548399903027473e-08,-0.179299995303154,0.179299995303154,0.1895500048995018,-0.010250009596347809,0.7109000086784363,-0.3418000042438507,1.0,0.0,1.0,1.0
1.2939889430999756,1781764784.8599515,0.05349993705749512,0.0,0.04666658490896225,0.02674996852874756,0.0,0.6605971455574036,0.6012433767318726,0.20248675346374512,-0.008024990558624268,0.06074602603912353,0.6525721549987793,0.7133181691169739,0.7133181810379028,1.1920928910669204e-08,-0.18160000443458557,0.18160000443458557,0.1895500048995018,-0.00795000046491623,0.7132999897003174,-0.34310001134872437,1.0,0.0,1.0,1.0
1.388639211654663,1781764784.9546018,0.04012495279312134,0.0,0.026666568592190742,0.02006247639656067,0.0,0.6604856252670288,0.6009636521339417,0.2019273042678833,-0.006018742918968201,0.060578191280364985,0.6544668823480606,0.7150450348854065,0.7150450736284256,3.874301912620837e-08,-0.1809999942779541,0.1809999942779541,0.1895500048995018,-0.008550010621547699,0.7149999737739563,-0.34389999508857727,1.0,0.0,1.0,1.0
1.5027804374694824,1781764785.068743,0.03230765089392662,0.0,0.03230765089392662,0.01615382544696331,0.0,0.6617714166641235,0.6001443266868591,0.20028865337371826,-0.0048461476340889926,0.060086596012115474,0.6569252690300346,0.7170118689537048,0.7170118650421501,3.911554746771628e-09,-0.17499999701976776,0.17499999701976776,0.1895500048995018,-0.01455000787973404,0.7170000076293945,-0.3447999954223633,1.0,0.0,1.0,1.0
